"Analysis","Analysis_levels","TimeofManipulation","Prediction","Outcome","Suboutcome","OutlierRemove","N","j","n","k","Hedgesg","CI","z","p","Q","tau2.studylevel","tau2.outcomelevel","I2","Q.pval"
"FocalAnalysis_Step2_Individual_technique","Positive vs. Negative cbm training","Immediate post","All","Intrusion symptoms",NA,"no","267","2","2","3","-0.0484641448028545"," [-0.41, 0.31]","-0.263506621863814","0.792160120345703","4.45916284883343","0.00000000000890199702581456","0.0560820381561099","55.2666637496148","0.10757344833226"
"FocalAnalysis_Step2_Individual_technique","Propranolol","Immediate post","All","Intrusion symptoms",NA,"no","88","1","1","1","0.46066"," [-0.06, 0.98]","1.745945621","0.080820402",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Prosocial behavior","Immediate post","All","Intrusion symptoms",NA,"no","180","1","2","2","0.506665598779605"," [0.21, 0.80]","3.34508562125586","0.000822571727391922","0.0840017434891575","0.00000000000459510736752721","0.00000000000459510736752721","0.0000000200287996800997","0.771945880550065"
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Immediate post","All","Intrusion symptoms",NA,"no","74","1","1","2","-0.000764793056593774"," [-0.40, 0.40]","-0.00371865277310013","0.997032951203604","0.648242442581331","0","0.000000000000436590099201793","0.000000000515545963511298","0.420741753873079"
"FocalAnalysis_Step2_Individual_technique","Sleep","Immediate post","All","Intrusion symptoms",NA,"no","295","5","5","5","0.000524245262732712"," [-0.45, 0.45]","0.00227183967209405","0.998187335760287","14.7800354357417","0.0957318081601776","0.0957318081383443","72.652399352223","0.00517987121178499"
"FocalAnalysis_Step2_Individual_technique","Social comparison","Immediate post","All","Intrusion symptoms",NA,"no","120","1","1","3","0.347077542094267"," [0.02, 0.67]","2.10479241890933","0.0353093813797484","2.40602989128892","0","0.0134452327834604","16.4799331702744","0.300287495272383"
"FocalAnalysis_Step2_Individual_technique","Talk alone","Immediate post","All","Intrusion symptoms",NA,"no","256","1","1","1","0.57893"," [0.23, 0.93]","3.208412675","0.001334698",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Threat attention walk","Immediate post","All","Intrusion symptoms",NA,"no","60","1","1","1","0.4211"," [-0.09, 0.93]","1.613118632","0.106718737",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Threat vs. Neutral attention walk","Immediate post","All","Intrusion symptoms",NA,"no","60","1","1","1","0"," [-0.51, 0.51]","0","1",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder +  visual stimulation imagery","Immediate post","All","Intrusion symptoms",NA,"no","114","1","1","1","-0.43568"," [-0.89, 0.02]","-1.864396724","0.062266013",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + d-corsi vs. Trauma reminder","Immediate post","All","Intrusion symptoms",NA,"no","107","1","1","1","0.08568"," [-0.39, 0.56]","0.353098275","0.724014766",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + imagery rescripting vs. Trauma reminder","Immediate post","All","Intrusion symptoms",NA,"no","60","1","1","1","0.25133"," [-0.37, 0.87]","0.791671272","0.428552378",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris vs. Trauma reminder","Immediate post","All","Intrusion symptoms",NA,"no","267","4","4","4","0.36796794800119"," [0.09, 0.64]","2.6122707400996","0.00899429946819528","1.85199452568329","0.000000000000459943167610131","0.000000000000460068719204334","0.00000000113671209641791","0.603686227713234"
"FocalAnalysis_Step2_Individual_technique","Unconscious imagery re-experience","Immediate post","All","Intrusion symptoms",NA,"no","51","1","1","1","0.40916"," [-0.27, 1.09]","1.180598602","0.237762219",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Validate talk","Immediate post","All","Intrusion symptoms",NA,"no","256","1","1","1","0.4148"," [0.06, 0.76]","2.321610279","0.02025393",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Visual stimulation","Immediate post","All","Intrusion symptoms",NA,"no","120","1","1","2","-0.0143758406462124"," [-0.32, 0.30]","-0.0907937932497649","0.927656441951339","0.885738740526526","0","0.0000000000121881220938591","0.000000024308181274225","0.346634687187681"
"FocalAnalysis_Step2_Individual_technique","Visual stimulation imagery","Immediate post","All","Intrusion symptoms",NA,"no","114","1","1","1","-0.18887"," [-0.64, 0.26]","-0.821150564","0.411560512",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Clay modeling","Immediate post","All","Intrusion symptoms",NA,"yes","41","1","1","1","-0.54974"," [-1.44, 0.34]","-1.206679975","0.227555414",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cold vs. Warm water stress","Immediate post","All","Intrusion symptoms",NA,"yes","78","1","1","1","-0.14949"," [-0.59, 0.29]","-0.659223974","0.509751954",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Conscious vs. Unconscious imagery re-experience","Immediate post","All","Intrusion symptoms",NA,"yes","51","1","1","1","-0.63652"," [-1.33, 0.05]","-1.810489698","0.070219881",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Exercise vs. Walk","Immediate post","All","Intrusion symptoms",NA,"yes","49","1","1","1","-0.66384"," [-1.24, -0.09]","-2.26151799","0.0237272",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Field perspective recall","Immediate post","All","Intrusion symptoms",NA,"yes","85","1","1","1","-0.53693"," [-1.10, 0.02]","-1.880427079","0.060049896",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Film-related rumination","Immediate post","All","Intrusion symptoms",NA,"yes","116","1","2","2","0.15009877506857"," [-0.21, 0.51]","0.8064768334581","0.419967960551661","0.316501887173568","0.000000000000579572929780954","0.000000000000579572929780954","0.00000000167240781927936","0.5737175055303"
"FocalAnalysis_Step2_Individual_technique","Hydrocortisone","Immediate post","All","Intrusion symptoms",NA,"yes","88","1","1","1","0.40747"," [-0.11, 0.93]","1.535734556","0.124603496",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience","Immediate post","All","Intrusion symptoms",NA,"yes","236","3","3","3","0.0947491214520544"," [-0.24, 0.43]","0.555537811881319","0.578526854418727","2.52161813114176","0.00602791545398814","0.00602791545286132","13.2613507218396","0.283424624605989"
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience + eye movement","Immediate post","All","Intrusion symptoms",NA,"yes","250","1","3","3","0.259363200810096"," [-0.06, 0.58]","1.580408088017","0.114013440527137","0.469536607781595","0.000000000000445567374315341","0.000000000000445567374315339","0.00000000110288209087385","0.790754043040424"
"FocalAnalysis_Step2_Individual_technique","Imagery re-experience + number counting","Immediate post","All","Intrusion symptoms",NA,"yes","250","1","3","3","0.55972617207565"," [0.23, 0.89]","3.35822524679067","0.00078444662263172","0.666290546187755","0.0000000000000357261042786089","0.0000000000000357261042786088","0.0000000000856838106519247","0.716666074295085"
"FocalAnalysis_Step2_Individual_technique","Invalidate talk","Immediate post","All","Intrusion symptoms",NA,"yes","256","1","1","1","0.32135"," [-0.03, 0.67]","1.806222039","0.070883664",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Mindfulness vs. Muscle relaxation","Immediate post","All","Intrusion symptoms",NA,"yes","60","1","1","1","0"," [-0.54, 0.54]","0","1",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Negative expectation towards intrusion","Immediate post","All","Intrusion symptoms",NA,"yes","89","1","1","1","0.19697"," [-0.29, 0.68]","0.792011115","0.428354195",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Negative feedback","Immediate post","All","Intrusion symptoms",NA,"yes","72","1","1","2","0.25436187630174"," [-0.18, 0.68]","1.15959717694627","0.246212850918834","1.13867369180716","0","0.0117213945065203","12.1785284182528","0.285932757622822"
"FocalAnalysis_Step2_Individual_technique","Neutral attention walk","Immediate post","All","Intrusion symptoms",NA,"yes","60","1","1","1","-0.43216"," [-0.94, 0.08]","-1.654559307","0.098013924",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Number counting","Immediate post","All","Intrusion symptoms",NA,"yes","41","1","1","2","0.0324026159879766"," [-0.58, 0.65]","0.103127004927608","0.91786217245289","0.858349732705596","0","0.000000000130872801702012","0.0000000662529686462172","0.354200919543155"
"FocalAnalysis_Step2_Individual_technique","Observer perspective recall","Immediate post","All","Intrusion symptoms",NA,"yes","85","1","1","1","0.28116"," [-0.26, 0.82]","1.018231547","0.308567931",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Past vs. Now verbal training","Immediate post","All","Intrusion symptoms",NA,"yes","96","1","1","1","0.11137"," [-0.17, 0.39]","0.770996685","0.440708896",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Positive expectation towards intrusion","Immediate post","All","Intrusion symptoms",NA,"yes","89","1","1","1","0.12791"," [-0.40, 0.65]","0.476310723","0.633853027",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Positive vs. Negative cbm training","Immediate post","All","Intrusion symptoms",NA,"yes","267","2","2","3","-0.0484641448028545"," [-0.41, 0.31]","-0.263506621863814","0.792160120345703","4.45916284883343","0.00000000000890199702581456","0.0560820381561099","55.2666637496148","0.10757344833226"
"FocalAnalysis_Step2_Individual_technique","Propranolol","Immediate post","All","Intrusion symptoms",NA,"yes","88","1","1","1","0.46066"," [-0.06, 0.98]","1.745945621","0.080820402",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Prosocial behavior","Immediate post","All","Intrusion symptoms",NA,"yes","180","1","2","2","0.506665598779605"," [0.21, 0.80]","3.34508562125586","0.000822571727391922","0.0840017434891575","0.00000000000459510736752721","0.00000000000459510736752721","0.0000000200287996800997","0.771945880550065"
"FocalAnalysis_Step2_Individual_technique","Self efficacy","Immediate post","All","Intrusion symptoms",NA,"yes","74","1","1","2","-0.000764793056593774"," [-0.40, 0.40]","-0.00371865277310013","0.997032951203604","0.648242442581331","0","0.000000000000436590099201793","0.000000000515545963511298","0.420741753873079"
"FocalAnalysis_Step2_Individual_technique","Sleep","Immediate post","All","Intrusion symptoms",NA,"yes","295","5","5","5","0.000524245262732712"," [-0.45, 0.45]","0.00227183967209405","0.998187335760287","14.7800354357417","0.0957318081601776","0.0957318081383443","72.652399352223","0.00517987121178499"
"FocalAnalysis_Step2_Individual_technique","Social comparison","Immediate post","All","Intrusion symptoms",NA,"yes","120","1","1","3","0.347077542094267"," [0.02, 0.67]","2.10479241890933","0.0353093813797484","2.40602989128892","0","0.0134452327834604","16.4799331702744","0.300287495272383"
"FocalAnalysis_Step2_Individual_technique","Talk alone","Immediate post","All","Intrusion symptoms",NA,"yes","256","1","1","1","0.57893"," [0.23, 0.93]","3.208412675","0.001334698",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Threat attention walk","Immediate post","All","Intrusion symptoms",NA,"yes","60","1","1","1","0.4211"," [-0.09, 0.93]","1.613118632","0.106718737",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Threat vs. Neutral attention walk","Immediate post","All","Intrusion symptoms",NA,"yes","60","1","1","1","0"," [-0.51, 0.51]","0","1",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder +  visual stimulation imagery","Immediate post","All","Intrusion symptoms",NA,"yes","114","1","1","1","-0.43568"," [-0.89, 0.02]","-1.864396724","0.062266013",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + d-corsi vs. Trauma reminder","Immediate post","All","Intrusion symptoms",NA,"yes","107","1","1","1","0.08568"," [-0.39, 0.56]","0.353098275","0.724014766",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + imagery rescripting vs. Trauma reminder","Immediate post","All","Intrusion symptoms",NA,"yes","60","1","1","1","0.25133"," [-0.37, 0.87]","0.791671272","0.428552378",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Trauma reminder + tetris vs. Trauma reminder","Immediate post","All","Intrusion symptoms",NA,"yes","267","4","4","4","0.36796794800119"," [0.09, 0.64]","2.6122707400996","0.00899429946819528","1.85199452568329","0.000000000000459943167610131","0.000000000000460068719204334","0.00000000113671209641791","0.603686227713234"
"FocalAnalysis_Step2_Individual_technique","Unconscious imagery re-experience","Immediate post","All","Intrusion symptoms",NA,"yes","51","1","1","1","0.40916"," [-0.27, 1.09]","1.180598602","0.237762219",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Validate talk","Immediate post","All","Intrusion symptoms",NA,"yes","256","1","1","1","0.4148"," [0.06, 0.76]","2.321610279","0.02025393",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Visual stimulation","Immediate post","All","Intrusion symptoms",NA,"yes","120","1","1","2","-0.0143758406462124"," [-0.32, 0.30]","-0.0907937932497649","0.927656441951339","0.885738740526526","0","0.0000000000121881220938591","0.000000024308181274225","0.346634687187681"
"FocalAnalysis_Step2_Individual_technique","Visual stimulation imagery","Immediate post","All","Intrusion symptoms",NA,"yes","114","1","1","1","-0.18887"," [-0.64, 0.26]","-0.821150564","0.411560512",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Social support","Peri + immediate post","All","Intrusion symptoms",NA,"no","67","1","1","1","-0.62828"," [-1.12, -0.14]","-2.507780322","0.012149217",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Social support","Peri + immediate post","All","Intrusion symptoms",NA,"yes","67","1","1","1","-0.62828"," [-1.12, -0.14]","-2.507780322","0.012149217",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Attachment priming","Peri","All","Intrusion symptoms",NA,"no","63","1","1","1","0.36075"," [-0.15, 0.87]","1.385965721","0.165757371",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Clay modeling","Peri","All","Intrusion symptoms",NA,"no","86","1","1","1","0.44982"," [-0.09, 0.99]","1.64699962","0.099558124",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cold vs. Warm water stress","Peri","All","Intrusion symptoms",NA,"no","55","1","1","1","-0.01287"," [-0.54, 0.52]","-0.047510275","0.962106541",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Conceptual processing","Peri","All","Intrusion symptoms",NA,"no","211","1","1","1","0.03842"," [-0.43, 0.51]","0.161104042","0.872011457",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Contextual information","Peri","All","Intrusion symptoms",NA,"no","110","1","1","2","-0.0560574509449001"," [-0.38, 0.27]","-0.337141348000454","0.736010348941","0.169370283027398","0","0.00000000000462837434897747","0.00000000837033067834354","0.680672064441062"
"FocalAnalysis_Step2_Individual_technique","Data-driven processing","Peri","All","Intrusion symptoms",NA,"no","211","1","1","1","0.01867"," [-0.45, 0.49]","0.078303431","0.937586689",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Finger tapping","Peri","All","Intrusion symptoms",NA,"no","40","1","1","1","-0.01006"," [-0.80, 0.78]","-0.024959113","0.980087576",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Hyperventilation provocation test (hvpt)","Peri","All","Intrusion symptoms",NA,"no","65","1","1","1","0.56902"," [-0.04, 1.18]","1.828530108","0.067470031",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Memorize numbers","Peri","All","Intrusion symptoms",NA,"no","65","1","1","1","-0.03632"," [-0.63, 0.56]","-0.119043244","0.905241095",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Number counting","Peri","All","Intrusion symptoms",NA,"no","126","2","2","2","-0.0361620824978172"," [-0.82, 0.75]","-0.0903651199677089","0.927997073492715","3.07524697900374","0.10946409012431","0.109464090127688","67.482286586903","0.079492519027621"
"FocalAnalysis_Step2_Individual_technique","Attachment priming","Peri","All","Intrusion symptoms",NA,"yes","63","1","1","1","0.36075"," [-0.15, 0.87]","1.385965721","0.165757371",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Clay modeling","Peri","All","Intrusion symptoms",NA,"yes","86","1","1","1","0.44982"," [-0.09, 0.99]","1.64699962","0.099558124",NA,NA,NA,NA,NA
"FocalAnalysis_Step2_Individual_technique","Cold vs. Warm water stress","Peri","All","Intrusion symptoms",NA,"yes","55","1","1","1","-0.01287"," [-0.54, 0.52]","-0.047510275","0.962106541",NA,NA,NA,NA,NA
